"001906002","001906",81,142,176,165,400,41,800,390,49,16.9,24.2,20.7,17.2,79,.,13,122,10.7,108,47,20,"NECHES H S","REGION 07: KILGORE","001","NECHES ISD","07","ANDERSON","09","12","S","09 - 12",1,0.9,43.5,18.5,0," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",0,60,17,30,60,"M","Y","Y","Y","Y","1","0","1","1","1","0","0"
"001906102","001906",84,375,448,265,600,44,1000,429,43,52.5,.,.,.,53,.,43,256,16.8,269,125,17,"NECHES EL","REGION 07: KILGORE","001","NECHES ISD","07","ANDERSON","PK","08","E","PK - 08",5,1.9,46.5,6.3,0," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",0,60,32,28,12,"M","Y","Y","Y","Y","1","0","1","1","1","0","1"
"001907001","001907",71,1072,1520,350,1200,29,2400,1033,43,12,24.2,22.8,24.1,83,.,147,1004,14.6,972,625,86,"PALESTINE H S","REGION 07: KILGORE","001","PALESTINE ISD","07","ANDERSON","09","12","S","09 - 12",35,3.6,64.3,8.8,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,17,30,60,"M","Y","Y","Y","Y","1","1","0","1","1","0","1"
"001907041","001907",66,1072,1615,548,1400,39,3000,991,33,32.5,.,.,.,33,.,74,522,14.2,493,363,50,"PALESTINE J H","REGION 07: KILGORE","001","PALESTINE ISD","07","ANDERSON","07","08","M","07 - 08",69,14,73.6,10.1,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,30,26,13,"M","Y","Y","Y","Y","0","0","0","0","0","0","0"
"001907101","001907",.,0,0,.,0,.,0,.,.,.,.,.,.,.,.,36,287,12.5,520,384,40,"NORTHSIDE PRI","REGION 07: KILGORE","001","PALESTINE ISD","07","ANDERSON","PK","01","E","PK - 01",123,23.7,73.8,7.7,.," ","N","N","N","N","N","N","N","Y","N","N","N","001907107","SOUTHSIDE EL",.,.,.,.,.,"M","P","P","P","P"," "," "," "," "," "," "," "
"001907102","001907",.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,191,190,13,"WASHINGTON EARLY CHILDHOOD CENTER","REGION 07: KILGORE","001","PALESTINE ISD","07","ANDERSON","EE","PK","E","EE - PK",31,16.2,99.5,6.8,.," ","N","N","N","N","Y","N","N","Y","N","N","N","001907107","SOUTHSIDE EL",.,.,.,.,.,"M","P","P","P","P"," "," "," "," "," "," "," "
"001907107","001907",68,320,468,.,0,.,1200,478,40,27,.,.,.,27,.,92,607,15.2,517,407,33,"SOUTHSIDE EL","REGION 07: KILGORE","001","PALESTINE ISD","07","ANDERSON","02","03","E","02 - 03",132,25.5,78.7,6.4,.," ","N","N","N","N","N","N","N","N","N","Y","N"," "," ",.,60,32,28,12,"M","Y","Z","Y","Y"," ","0","0","0"," "," ","0"
"001907110","001907",64,1242,1939,522,1400,37,2400,792,33,28,.,.,.,28,.,108,794,13.6,760,618,81,"STORY INT","REGION 07: KILGORE","001","PALESTINE ISD","07","ANDERSON","04","06","E","04 - 06",167,22,81.3,10.7,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,32,28,12,"M","Y","Y","Y","Y","0","0","0","0","0"," ","0"
"001908002","001908",75,468,621,263,800,33,800,349,44,12,23.6,22.8,20.1,79,.,76,477,15.9,437,263,48,"WESTWOOD H S","REGION 07: KILGORE","001","WESTWOOD ISD","07","ANDERSON","09","12","S","09 - 12",13,3,60.2,11,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,17,30,60,"M","Y","Y","Y","Y","1","1","0","1","1","1","0"
"001908041","001908",62,471,765,344,1000,34,2400,719,30,24.3,.,.,.,24,.,37,256,14.5,231,149,23,"WESTWOOD J H","REGION 07: KILGORE","001","WESTWOOD ISD","07","ANDERSON","07","08","M","07 - 08",9,3.9,64.5,10,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,30,26,13,"M","Y","Y","Y","Y","0","0","0","0","0","0","0"
"001908101","001908",62,682,1100,529,1400,38,1800,554,31,23.8,.,.,.,24,.,101,527,19.2,471,310,62,"WESTWOOD EL","REGION 07: KILGORE","001","WESTWOOD ISD","07","ANDERSON","03","06","E","03 - 06",32,6.8,65.8,13.2,.," ","N","N","N","N","N","N","N","N","N","Y","N"," "," ",.,60,32,28,12,"M","Y","Y","Y","Y","0","0","0","0","0"," ","0"
"001908102","001908",.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,50,312,16,461,314,36,"WESTWOOD PRI","REGION 07: KILGORE","001","WESTWOOD ISD","07","ANDERSON","EE","02","E","EE - 02",37,8,68.1,7.8,.," ","N","N","N","N","N","N","N","Y","N","N","N","001908101","WESTWOOD EL",.,.,.,.,.,"M","P","P","P","P"," "," "," "," "," "," "," "
"001909001","001909",86,130,151,162,400,41,800,388,49,16.5,25,18.9,25,85,.,8,107,7.5,107,45,13,"SLOCUM H S","REGION 07: KILGORE","001","SLOCUM ISD","07","ANDERSON","09","12","S","09 - 12",1,0.9,42.1,12.1,0," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",0,60,17,30,60,"M","Y","Y","Y","Y","1","0","1","1","1","1","1"
"001909002","001909",.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,4,4,100,1,1,0,"SLOCUM DAEP INSTRUCTIONAL","REGION 07: KILGORE","001","SLOCUM ISD","07","ANDERSON","10","10","S","10 - 10",0,0,100,0,0," ","N","N","N","Y","N","N","Y","N","N","N","N"," "," ",0,60,17,30,.,"X","X","X","X","X"," "," "," "," "," "," "," "
