campus_id|campus_name|district_name|rating|i1_target|i1_score|i2_target|i2_score|i3_target|i3_score|i4_target|i4_score|year
101917004|DOBIE H S|PASADENA ISD|M|55|78|.|.|31|43|57|68|2014
101917012|EXCEL ACADEMY (JJAEP)|PASADENA ISD|X|55|.|.|.|31|.|.|.|2014
101917013|PASADENA MEMORIAL HIGH SCHOOL|PASADENA ISD|M|55|83|.|.|31|48|57|72|2014
101917014|THE SUMMIT (HIGH SCHOOL)|PASADENA ISD|X|55|.|.|.|31|.|.|.|2014
101917041|BEVERLY HILLS INT|PASADENA ISD|M|55|73|28|41|27|38|13|44|2014
101917042|JACKSON INT|PASADENA ISD|M|55|68|28|44|27|38|13|30|2014
101917043|PARK VIEW INTERMEDIATE|PASADENA ISD|M|55|73|28|33|27|40|13|29|2014
101917044|QUEENS INTERMEDIATE|PASADENA ISD|M|55|74|28|36|27|38|13|29|2014
101917045|SAN JACINTO INT|PASADENA ISD|M|55|68|28|40|27|37|13|34|2014
101917046|SOUTH HOUSTON INTERMEDIATE|PASADENA ISD|M|55|77|28|40|27|42|13|35|2014
101917047|SOUTHMORE INT|PASADENA ISD|M|55|75|28|49|27|42|13|37|2014
101917048|MILLER INT|PASADENA ISD|M|55|71|28|35|27|39|13|30|2014
101917049|THOMPSON INT|PASADENA ISD|M|55|79|28|40|27|42|13|48|2014
101917051|BONDY INT|PASADENA ISD|M|55|79|28|43|27|45|13|53|2014
101917055|THE SUMMIT (INTERMEDIATE)|PASADENA ISD|X|55|.|28|.|27|.|.|.|2014
101917101|BAILEY ELEMENTARY|PASADENA ISD|M|55|82|33|47|28|48|12|31|2014
101917102|FISHER ELEMENTARY|PASADENA ISD|M|55|84|33|49|28|48|12|28|2014
101917103|FREEMAN EL|PASADENA ISD|M|55|70|33|40|28|40|12|26|2014
101917104|GARDENS EL|PASADENA ISD|I|55|57|33|42|28|32|12|8|2014
101917105|GARFIELD EL|PASADENA ISD|M|55|74|33|43|28|44|12|26|2014
101917106|GENOA EL|PASADENA ISD|M|55|64|33|44|28|36|12|13|2014
101917107|GOLDEN ACRES EL|PASADENA ISD|M|55|78|33|40|28|44|12|23|2014
101917108|PEARL HALL EL|PASADENA ISD|M|55|81|33|55|28|48|12|19|2014
101917109|JESSUP EL|PASADENA ISD|M|55|69|33|37|28|36|12|17|2014
101917110|KRUSE EL|PASADENA ISD|M|55|70|33|55|28|42|12|17|2014
101917111|MEADOR ELEMENTARY|PASADENA ISD|M|55|89|33|61|28|55|12|58|2014
101917112|PARKS EL|PASADENA ISD|M|55|70|33|51|28|43|12|16|2014
101917113|POMEROY EL|PASADENA ISD|M|55|79|33|58|28|48|12|22|2014
101917114|RED BLUFF EL|PASADENA ISD|M|55|78|33|59|28|48|12|18|2014
101917115|RICHEY EL|PASADENA ISD|M|55|69|33|46|28|43|12|19|2014
101917116|L F SMITH ELEMENTARY|PASADENA ISD|M|55|75|33|50|28|41|12|23|2014
101917117|MAE SMYTHE EL|PASADENA ISD|M|55|75|33|46|28|45|12|27|2014
101917118|SOUTH HOUSTON EL|PASADENA ISD|M|55|84|33|33|28|52|12|40|2014
101917119|SOUTH SHAVER ELEMENTARY|PASADENA ISD|M|55|78|33|52|28|46|12|28|2014
101917120|WILLIAMS ELEMENTARY|PASADENA ISD|M|55|75|33|41|28|40|12|23|2014
101917122|MCMASTERS EL|PASADENA ISD|M|55|70|33|42|28|39|12|22|2014
101917123|STUCHBERY EL|PASADENA ISD|M|55|82|33|59|28|48|12|34|2014
101917124|ATKINSON EL|PASADENA ISD|M|55|82|33|65|28|53|12|26|2014
101917125|JENSEN EL|PASADENA ISD|M|55|84|33|45|28|50|12|36|2014
101917126|BURNETT ELEMENTARY|PASADENA ISD|M|55|74|33|59|28|48|12|27|2014
101917127|FRAZIER EL|PASADENA ISD|M|55|82|33|46|28|50|12|30|2014
101917128|TEAGUE EL|PASADENA ISD|M|55|73|33|45|28|39|12|22|2014
101917129|MOORE EL|PASADENA ISD|M|55|74|33|46|28|43|12|31|2014
101917130|YOUNG EL|PASADENA ISD|M|55|75|33|50|28|48|12|26|2014
101917131|SPARKS ELEMENTARY|PASADENA ISD|M|55|72|33|52|28|41|12|21|2014
101917132|TURNER EL|PASADENA ISD|M|55|91|33|39|28|58|12|51|2014
101917133|MORALES ELEMENTARY|PASADENA ISD|M|55|77|33|51|28|46|12|19|2014
101917134|MATTHYS EL|PASADENA ISD|M|55|78|33|62|28|46|12|24|2014
101917135|MORRIS MIDDLE|PASADENA ISD|M|55|77|28|32|27|39|13|32|2014
101917136|DE ZAVALA MIDDLE SCHOOL|PASADENA ISD|M|55|69|28|33|27|37|13|17|2014
101917137|LAURA WELCH BUSH EL|PASADENA ISD|M|55|86|33|54|28|51|12|33|2014
101917138|SOUTH BELT EL|PASADENA ISD|M|55|79|33|44|28|41|12|31|2014
101917139|CARTER LOMAX MIDDLE|PASADENA ISD|M|55|85|28|44|27|46|13|41|2014
101917140|MELILLO MIDDLE|PASADENA ISD|M|55|86|28|42|27|47|13|41|2014
101917141|EARNESTEEN MILSTEAD MIDDLE|PASADENA ISD|M|55|72|28|35|27|43|13|24|2014
101917142|RICK SCHNEIDER MIDDLE SCHOOL|PASADENA ISD|M|55|78|28|33|27|38|13|21|2014
101917143|BOBBY SHAW MIDDLE|PASADENA ISD|M|55|73|28|35|27|43|13|22|2014
101917144|KELLER MIDDLE|PASADENA ISD|M|55|79|28|33|27|44|13|29|2014
101919001|SPRING H S|SPRING ISD|M|55|67|.|.|31|36|57|66|2014
101919002|WESTFIELD H S|SPRING ISD|M|55|69|.|.|31|40|57|65|2014
101919003|ANDY DEKANEY H S|SPRING ISD|M|55|61|.|.|31|36|57|57|2014
101919013|HIGHPOINT NORTH|SPRING ISD|X|55|.|.|.|31|.|.|.|2014
101919021|EARLY COLLEGE ACADEMY AT SOUTHRIDG|SPRING ISD|M|55|94|.|.|31|50|21|59|2014
101919043|EDWIN M WELLS MIDDLE|SPRING ISD|M|55|62|28|33|27|31|13|29|2014
101919044|DUEITT MIDDLE|SPRING ISD|M|55|66|28|32|27|31|13|23|2014
101919045|TWIN CREEKS MIDDLE|SPRING ISD|M|55|75|28|35|27|37|13|35|2014
101919046|BAMMEL MIDDLE|SPRING ISD|M|55|57|28|29|27|28|13|14|2014
101919047|STELLE CLAUGHTON MIDDLE|SPRING ISD|M|55|60|28|30|27|29|13|23|2014
101919048|RICKEY C BAILEY MIDDLE|SPRING ISD|M|55|65|28|29|27|31|13|20|2014
101919050|EDWARD ROBERSON MIDDLE|SPRING ISD|M|55|68|28|31|27|32|13|34|2014
101919102|BAMMEL EL|SPRING ISD|I|55|46|33|39|28|22|12|10|2014
101919103|PONDEROSA EL|SPRING ISD|M|55|70|33|60|28|37|12|29|2014
101919104|JOHN WINSHIP EL|SPRING ISD|M|55|72|33|46|28|36|12|27|2014
101919105|PAT REYNOLDS EL|SPRING ISD|M|55|70|33|48|28|42|12|19|2014
101919106|MEYER EL|SPRING ISD|M|55|68|33|55|28|37|12|23|2014
101919107|MILDRED JENKINS EL|SPRING ISD|M|55|71|33|49|28|36|12|23|2014
101919108|PEARL M HIRSCH EL|SPRING ISD|I|55|54|33|33|28|23|12|11|2014
101919109|ANDERSON EL|SPRING ISD|M|55|80|33|53|28|42|12|32|2014
101919110|JOAN LINK EL|SPRING ISD|M|55|65|33|42|28|34|12|13|2014
101919111|SMITH EL|SPRING ISD|M|55|78|33|50|28|42|12|26|2014
101919112|BENEKE EL|SPRING ISD|M|55|69|33|52|28|36|12|21|2014
101919114|DELORAS E THOMPSON EL|SPRING ISD|M|55|62|33|49|28|32|12|17|2014
101919115|HERITAGE EL|SPRING ISD|M|55|69|33|48|28|36|12|21|2014
101919116|CLARK INT|SPRING ISD|M|55|66|33|45|28|35|12|19|2014
101919117|SALYERS EL|SPRING ISD|M|55|68|33|43|28|35|12|34|2014
101919119|CHET BURCHETT EL|SPRING ISD|M|55|80|33|54|28|44|12|35|2014
101919120|MILTON COOPER EL|SPRING ISD|M|55|82|33|56|28|46|12|38|2014
101919121|GINGER MCNABB EL|SPRING ISD|M|55|68|33|37|28|34|12|23|2014
101919122|NORTHGATE EL|SPRING ISD|M|55|83|33|53|28|46|12|40|2014
101919123|DONNA LEWIS EL|SPRING ISD|I|55|52|33|38|28|25|12|9|2014
101919124|CAROLEE BOOKER ELEMENTARY|SPRING ISD|M|55|70|33|59|28|37|12|22|2014
101919125|HOYLAND EL|SPRING ISD|M|55|58|33|46|28|31|12|14|2014
101919126|RALPH EICKENROHT EL|SPRING ISD|M|55|71|33|55|28|39|12|18|2014
101919127|HELEN MAJOR EL|SPRING ISD|M|55|65|33|53|28|35|12|18|2014
101919128|GLORIA MARSHALL EL|SPRING ISD|M|55|64|33|48|28|33|12|21|2014
101920001|MEMORIAL H S|SPRING BRANCH ISD|M|55|92|.|.|31|48|57|86|2014
101920003|SPRING WOODS H S|SPRING BRANCH ISD|M|55|75|.|.|31|41|57|64|2014
101920005|NORTHBROOK H S|SPRING BRANCH ISD|M|55|66|.|.|31|37|57|58|2014
101920006|STRATFORD H S|SPRING BRANCH ISD|M|55|84|.|.|31|42|57|74|2014
101920010|HARRIS CO J J A E P|SPRING BRANCH ISD|X|55|.|.|.|31|.|.|.|2014
101920014|WESTCHESTER ACADEMY FOR INTERNATIO|SPRING BRANCH ISD|M|55|89|.|.|31|47|57|86|2014
101920016|ACADEMY OF CHOICE|SPRING BRANCH ISD|A|30|41|.|.|11|21|.|.|2014
101920041|LANDRUM MIDDLE|SPRING BRANCH ISD|I|55|53|28|29|27|26|13|13|2014
101920042|MEMORIAL MIDDLE|SPRING BRANCH ISD|M|55|96|28|47|27|62|13|77|2014
101920043|SPRING BRANCH MIDDLE|SPRING BRANCH ISD|M|55|81|28|38|27|36|13|53|2014
101920044|SPRING WOODS MIDDLE|SPRING BRANCH ISD|M|55|63|28|34|27|35|13|25|2014
101920045|SPRING FOREST MIDDLE|SPRING BRANCH ISD|M|55|74|28|36|27|33|13|37|2014
101920046|SPRING OAKS MIDDLE|SPRING BRANCH ISD|M|55|60|28|36|27|30|13|24|2014
101920047|NORTHBROOK MIDDLE|SPRING BRANCH ISD|I|55|57|28|36|27|26|13|15|2014
101920048|CORNERSTONE ACADEMY|SPRING BRANCH ISD|M|55|96|28|45|27|52|13|72|2014
101920101|BENDWOOD SCHOOL|SPRING BRANCH ISD|Z|55|.|33|.|28|.|.|.|2014
101920102|BUNKER HILL EL|SPRING BRANCH ISD|M|55|90|33|60|28|52|12|58|2014
101920103|EDGEWOOD EL|SPRING BRANCH ISD|M|55|66|33|44|28|36|12|25|2014
101920104|FROSTWOOD EL|SPRING BRANCH ISD|M|55|97|33|62|28|62|12|73|2014
101920105|HOLLIBROOK EL|SPRING BRANCH ISD|I|55|48|33|28|28|26|12|14|2014
101920106|HOUSMAN EL|SPRING BRANCH ISD|M|55|70|33|52|28|40|12|32|2014
101920107|HUNTERS CREEK EL|SPRING BRANCH ISD|M|55|90|33|50|28|53|12|61|2014
101920108|MEADOW WOOD EL|SPRING BRANCH ISD|M|55|84|33|53|28|37|12|45|2014
101920109|MEMORIAL DRIVE EL|SPRING BRANCH ISD|M|55|94|33|54|28|55|12|70|2014
101920110|PINE SHADOWS EL|SPRING BRANCH ISD|M|55|57|33|38|28|30|12|18|2014
101920111|RIDGECREST EL|SPRING BRANCH ISD|M|55|64|33|39|28|37|12|24|2014
101920112|RUMMEL CREEK EL|SPRING BRANCH ISD|M|55|92|33|48|28|57|12|66|2014
101920113|SHADOW OAKS EL|SPRING BRANCH ISD|M|55|59|33|38|28|31|12|18|2014
101920114|SPRING BRANCH EL|SPRING BRANCH ISD|I|55|54|33|38|28|30|12|13|2014
101920115|VALLEY OAKS EL|SPRING BRANCH ISD|M|55|82|33|43|28|34|12|45|2014
101920116|WESTWOOD EL|SPRING BRANCH ISD|M|55|69|33|43|28|38|12|24|2014
101920117|WOODVIEW EL|SPRING BRANCH ISD|M|55|57|33|36|28|30|12|17|2014
101920118|WILCHESTER EL|SPRING BRANCH ISD|M|55|97|33|53|28|67|12|62|2014
101920119|SHERWOOD EL|SPRING BRANCH ISD|M|55|67|33|41|28|32|12|27|2014
101920120|SPRING SHADOW EL|SPRING BRANCH ISD|M|55|60|33|42|28|32|12|20|2014
101920121|NOTTINGHAM EL|SPRING BRANCH ISD|M|55|73|33|38|28|34|12|28|2014
101920122|TERRACE EL|SPRING BRANCH ISD|M|55|60|33|41|28|29|12|23|2014
101920123|THORNWOOD EL|SPRING BRANCH ISD|M|55|76|33|47|28|42|12|29|2014
101920124|CEDAR BROOK EL|SPRING BRANCH ISD|M|55|65|33|42|28|34|12|30|2014
101920125|TREASURE FOREST EL|SPRING BRANCH ISD|M|55|55|33|38|28|31|12|17|2014
101920126|BUFFALO CREEK EL|SPRING BRANCH ISD|M|55|73|33|49|28|43|12|28|2014
101920128|THE WILDCAT WAY SCHOOL|SPRING BRANCH ISD|M|.|.|33|.|.|.|.|.|2014
101920129|THE PANDA PATH SCHOOL|SPRING BRANCH ISD|M|.|.|33|.|.|.|.|.|2014
101920130|THE LION LANE SCHOOL|SPRING BRANCH ISD|M|.|.|33|.|.|.|.|.|2014
101920131|THE BEAR BLVD SCHOOL|SPRING BRANCH ISD|M|.|.|33|.|.|.|.|.|2014
101920132|THE TIGER TRAIL SCHOOL|SPRING BRANCH ISD|M|.|.|33|.|.|.|.|.|2014
101921001|TOMBALL H S|TOMBALL ISD|M|55|87|.|.|31|48|57|74|2014
101921002|TOMBALL MEMORIAL H S|TOMBALL ISD|M|55|95|.|.|31|53|21|76|2014
101921003|TOMBALL J J A E P CAMPUS|TOMBALL ISD|X|55|.|28|.|27|.|.|.|2014
101921042|TOMBALL J H|TOMBALL ISD|M|55|85|28|38|27|44|13|44|2014
101921043|WILLOW WOOD J H|TOMBALL ISD|M|55|92|28|46|27|48|13|66|2014
101921102|DECKER PRAIRIE EL|TOMBALL ISD|M|55|81|33|39|28|47|12|42|2014
101921103|LAKEWOOD EL|TOMBALL ISD|M|55|87|33|50|28|53|12|58|2014
101921105|TOMBALL INT|TOMBALL ISD|M|55|91|28|41|27|48|13|38|2014
101921107|WILLOW CREEK EL|TOMBALL ISD|M|55|92|33|49|28|54|12|55|2014
101921108|TOMBALL EL|TOMBALL ISD|M|55|72|33|46|28|41|12|30|2014
101921109|NORTHPOINTE INT|TOMBALL ISD|M|55|95|28|46|27|55|13|59|2014
101921110|ROSEHILL EL|TOMBALL ISD|M|55|89|33|50|28|49|12|43|2014
101921111|CANYON POINTE EL|TOMBALL ISD|M|55|88|33|52|28|52|12|58|2014
101921112|CREEKSIDE FOREST EL|TOMBALL ISD|M|55|98|33|64|28|72|12|83|2014
101921113|TIMBER CREEK EL|TOMBALL ISD|M|55|94|33|56|28|61|12|68|2014
101924001|C E KING H S|SHELDON ISD|M|55|74|.|.|31|40|57|63|2014
101924010|SHELDON JJAEP|SHELDON ISD|X|55|.|.|.|31|.|.|.|2014
101924012|KASE ACADEMY|SHELDON ISD|Z|30|.|.|.|11|.|45|100|2014
101924014|HIGH POINT EAST|SHELDON ISD|X|55|.|.|.|31|.|.|.|2014
101924041|C E KING MIDDLE|SHELDON ISD|M|55|67|28|31|27|32|13|21|2014
101924043|MICHAEL R NULL MIDDLE|SHELDON ISD|M|55|73|28|28|27|39|13|27|2014
101924102|ROYALWOOD EL|SHELDON ISD|M|55|77|33|50|28|47|12|39|2014
101924104|L E MONAHAN EL|SHELDON ISD|M|55|69|33|52|28|38|12|26|2014
101924107|STEPHANIE CRAVENS EARLY CHILDHOOD|SHELDON ISD|M|.|.|33|.|.|.|.|.|2014
101924108|SHELDON EL|SHELDON ISD|M|55|70|33|42|28|38|12|23|2014
101924109|H M CARROLL EL|SHELDON ISD|M|55|68|33|40|28|38|12|21|2014
101924110|SHELDON EARLY CHILDHOOD ACADEMY|SHELDON ISD|M|.|.|33|.|.|.|.|.|2014
101924111|GARRETT EL|SHELDON ISD|M|55|67|33|46|28|34|12|23|2014
101925001|HARGRAVE H S|HUFFMAN ISD|M|55|82|.|.|31|42|57|74|2014
101925041|HUFFMAN MIDDLE|HUFFMAN ISD|M|55|75|28|31|27|33|13|27|2014
101925101|BEN BOWEN EARLY CHILDHOOD|HUFFMAN ISD|M|.|.|33|.|.|.|.|.|2014
101925102|COPELAND EL|HUFFMAN ISD|M|55|69|33|39|28|34|12|27|2014
101925103|HUFFMAN INT SCHL|HUFFMAN ISD|M|55|69|33|39|28|33|12|26|2014
102901002|KARNACK H S|KARNACK ISD|I|55|61|.|.|31|28|57|58|2014
102901103|GEORGE WASHINGTON CARVER EL|KARNACK ISD|M|55|72|33|54|28|40|12|19|2014
102902001|MARSHALL H S|MARSHALL ISD|M|55|66|.|.|31|35|57|59|2014
102902041|MARSHALL J H|MARSHALL ISD|I|55|58|28|34|27|26|13|20|2014
102902042|PRICE T YOUNG MIDDLE|MARSHALL ISD|M|55|76|28|42|27|39|13|23|2014
102902043|SAM HOUSTON MIDDLE|MARSHALL ISD|M|55|69|28|39|27|33|13|22|2014
102902101|G W CARVER EL|MARSHALL ISD|M|55|61|33|48|28|33|12|16|2014
102902103|CROCKETT EL|MARSHALL ISD|M|55|55|33|35|28|29|12|13|2014
102902106|R E LEE EL|MARSHALL ISD|M|55|68|33|42|28|36|12|19|2014
102902107|SOUTH MARSHALL EL|MARSHALL ISD|M|55|85|33|66|28|55|12|37|2014
102902108|WM B TRAVIS EL|MARSHALL ISD|I|55|67|33|31|28|31|12|15|2014
102902110|WASHINGTON ECH CTR|MARSHALL ISD|M|.|.|33|.|.|.|.|.|2014
102902116|J H MOORE EL|MARSHALL ISD|I|55|50|33|19|28|23|12|6|2014
102903002|WASKOM H S|WASKOM ISD|M|55|77|.|.|31|40|57|61|2014
102903041|WASKOM MIDDLE|WASKOM ISD|M|55|70|28|34|27|32|13|22|2014
102903103|WASKOM EL|WASKOM ISD|M|55|78|33|34|28|43|12|31|2014
102904002|HALLSVILLE H S|HALLSVILLE ISD|M|55|86|.|.|31|44|57|74|2014
102904041|HALLSVILLE J H|HALLSVILLE ISD|M|55|83|28|33|27|40|13|37|2014
102904102|HALLSVILLE PRI|HALLSVILLE ISD|M|.|.|33|.|.|.|.|.|2014
102904104|HALLSVILLE INT|HALLSVILLE ISD|M|55|87|33|41|28|44|12|43|2014
102904107|HALLSVILLE EAST EL|HALLSVILLE ISD|M|55|84|33|65|28|46|12|35|2014
102904108|HALLSVILLE NORTH EL|HALLSVILLE ISD|M|55|87|33|73|28|47|12|43|2014
102905001|HARLETON H S|HARLETON ISD|M|55|87|.|.|31|45|57|79|2014
102905041|HARLETON J H|HARLETON ISD|M|55|82|28|30|27|36|13|35|2014
102905101|HARLETON EL|HARLETON ISD|M|55|88|33|46|28|46|12|38|2014
102906001|ELYSIAN FIELDS H S|ELYSIAN FIELDS ISD|M|55|87|.|.|31|44|57|72|2014
102906041|ELYSIAN FIELDS MIDDLE|ELYSIAN FIELDS ISD|M|55|87|28|33|27|45|13|42|2014
102906101|ELYSIAN FIELDS EL|ELYSIAN FIELDS ISD|M|55|86|33|44|28|48|12|49|2014
103901001|CHANNING SCHOOL|CHANNING ISD|M|55|75|.|.|31|35|57|70|2014
103902001|HARTLEY SCHOOL|HARTLEY ISD|M|55|83|.|.|31|47|57|75|2014
104901001|HASKELL H S|HASKELL CISD|M|55|90|.|.|31|45|57|74|2014
104901041|HASKELL J H|HASKELL CISD|M|55|75|28|33|27|34|13|29|2014
104901101|HASKELL EL|HASKELL CISD|M|55|80|33|51|28|38|12|38|2014
104903001|RULE SCHOOL|RULE ISD|I|55|62|.|.|31|30|57|58|2014
104907001|PAINT CREEK SCHOOL|PAINT CREEK ISD|M|55|93|.|.|31|50|57|64|2014
105801001|KATHERINE ANNE PORTER SCHOOL|KATHERINE ANNE PORTER SCHOOL|M|55|85|.|.|31|50|57|73|2014
105802041|TEXAS PREPARATORY SCHOOL|TEXAS PREPARATORY SCHOOL|M|55|98|33|49|28|62|12|84|2014
105802101|TEXAS PREPARATORY SCHOOL - AUSTIN|TEXAS PREPARATORY SCHOOL|M|55|100|33|.|28|.|.|.|2014
105902001|SAN MARCOS H S|SAN MARCOS CISD|M|55|69|.|.|31|36|57|67|2014
105902004|HAYS CO JUVENILE JUSTICE ALTERNATI|SAN MARCOS CISD|X|55|.|.|.|31|.|.|.|2014
105902041|GOODNIGHT MIDDLE|SAN MARCOS CISD|M|55|74|28|35|27|37|13|35|2014
105902043|MILLER MIDDLE|SAN MARCOS CISD|M|55|69|28|32|27|33|13|26|2014
105902101|BOWIE EL|SAN MARCOS CISD|M|55|75|33|41|28|39|12|31|2014
105902102|CROCKETT EL|SAN MARCOS CISD|M|55|84|33|51|28|45|12|51|2014
105902103|DEZAVALA EL|SAN MARCOS CISD|M|55|74|33|51|28|39|12|29|2014
105902105|TRAVIS EL|SAN MARCOS CISD|M|55|73|33|47|28|38|12|26|2014
105902107|HERNANDEZ EL|SAN MARCOS CISD|M|55|80|33|44|28|42|12|41|2014
105902108|MENDEZ EL|SAN MARCOS CISD|M|55|83|33|46|28|44|12|27|2014
105904001|DRIPPING SPRINGS H S|DRIPPING SPRINGS ISD|M|55|94|.|.|31|52|57|87|2014
105904041|DRIPPING SPRINGS MIDDLE|DRIPPING SPRINGS ISD|M|55|93|28|38|27|51|13|67|2014
105904101|DRIPPING SPRINGS EL|DRIPPING SPRINGS ISD|M|55|93|33|50|28|53|12|59|2014
105904102|WALNUT SPRINGS EL|DRIPPING SPRINGS ISD|M|55|85|33|45|28|41|12|47|2014
105904103|ROOSTER SPRINGS EL|DRIPPING SPRINGS ISD|M|55|91|33|49|28|51|12|57|2014
105905001|WIMBERLEY H S|WIMBERLEY ISD|M|55|93|.|.|31|49|57|81|2014
105905041|DANFORTH J H|WIMBERLEY ISD|M|55|89|28|39|27|47|13|54|2014
105905101|JACOB'S WELL EL|WIMBERLEY ISD|M|55|87|33|48|28|44|12|42|2014
105905102|SCUDDER PRI|WIMBERLEY ISD|M|.|.|33|.|.|.|.|.|2014
105906001|JACK C HAYS H S|HAYS CISD|M|55|80|.|.|31|42|57|75|2014
105906003|HAYS CO JUVENILE JUSTICE ALT ED PR|HAYS CISD|X|55|.|.|.|31|.|.|.|2014
105906004|LIVE OAK ACADEMY|HAYS CISD|A|30|66|.|.|11|35|33|100|2014
105906005|LEHMAN H S|HAYS CISD|M|55|70|.|.|31|38|57|64|2014
105906041|R C BARTON MIDDLE|HAYS CISD|M|55|79|28|35|27|39|13|38|2014
105906043|ERIC DAHLSTROM MIDDLE|HAYS CISD|M|55|87|28|39|27|42|13|48|2014
105906044|LAURA B WALLACE MIDDLE|HAYS CISD|M|55|76|28|30|27|39|13|33|2014
105906045|ARMANDO CHAPA MIDDLE|HAYS CISD|M|55|75|28|36|27|37|13|30|2014
105906046|D J RED SIMON MIDDLE|HAYS CISD|M|55|73|28|34|27|38|13|26|2014
105906101|KYLE EL|HAYS CISD|M|55|70|33|35|28|30|12|27|2014
105906103|TOM GREEN EL|HAYS CISD|M|55|74|33|52|28|42|12|29|2014
105906106|BUDA EL|HAYS CISD|M|55|74|33|44|28|33|12|29|2014
105906107|ELM GROVE EL|HAYS CISD|M|55|84|33|36|28|43|12|35|2014
105906108|SUSIE FUENTES EL|HAYS CISD|M|55|73|33|42|28|38|12|30|2014
105906109|HEMPHILL EL|HAYS CISD|M|55|57|33|41|28|29|12|12|2014
105906110|TOBIAS EL|HAYS CISD|M|55|73|33|36|28|36|12|21|2014
105906111|LAURA B NEGLEY EL|HAYS CISD|M|55|81|33|48|28|41|12|37|2014
105906112|SCIENCE HALL EL|HAYS CISD|M|55|62|33|43|28|32|12|28|2014
105906113|BLANCO VISTA EL|HAYS CISD|M|55|69|33|44|28|38|12|34|2014
105906114|CAMINO REAL EL|HAYS CISD|M|55|75|33|51|28|42|12|19|2014
105906115|CARPENTER HILL EL|HAYS CISD|M|55|89|33|44|28|49|12|51|2014
105906116|RALPH PFLUGER EL|HAYS CISD|M|55|76|33|36|28|36|12|33|2014
106901001|CANADIAN H S|CANADIAN ISD|M|55|78|.|.|31|37|57|74|2014
106901041|CANADIAN MIDDLE|CANADIAN ISD|M|55|88|28|37|27|47|13|40|2014
106901101|BAKER EL|CANADIAN ISD|M|55|84|33|44|28|43|12|49|2014
106901103|CANADIAN EL|CANADIAN ISD|M|.|.|33|.|.|.|.|.|2014
107901001|ATHENS H S|ATHENS ISD|M|55|68|.|.|31|32|57|64|2014
107901003|BRIDGES CENTER|ATHENS ISD|Z|30|17|.|.|11|9|45|92|2014
107901041|ATHENS MIDDLE|ATHENS ISD|I|55|63|28|29|27|26|13|19|2014
107901102|SOUTH ATHENS EL|ATHENS ISD|M|55|83|33|57|28|49|12|39|2014
107901103|ATHENS INT|ATHENS ISD|M|55|76|33|44|28|37|12|31|2014
107901104|BEL AIR EL|ATHENS ISD|M|55|78|33|51|28|48|12|32|2014
107902001|BROWNSBORO H S|BROWNSBORO ISD|M|55|85|.|.|31|47|57|75|2014
107902002|ACES CAMPUS|BROWNSBORO ISD|Z|30|.|.|.|11|.|45|99|2014
107902041|BROWNSBORO J H|BROWNSBORO ISD|M|55|82|28|36|27|45|13|41|2014
107902101|BROWNSBORO EL|BROWNSBORO ISD|M|55|85|33|51|28|46|12|43|2014
107902102|CHANDLER INT|BROWNSBORO ISD|M|55|74|33|33|28|39|12|24|2014
107902103|CHANDLER EL|BROWNSBORO ISD|M|55|83|33|.|28|45|12|33|2014
107902104|BROWNSBORO INT|BROWNSBORO ISD|M|55|81|33|40|28|41|12|32|2014
107904001|CROSS ROADS H S|CROSS ROADS ISD|M|55|76|.|.|31|38|57|73|2014
107904041|CROSS ROADS J H|CROSS ROADS ISD|M|55|88|28|40|27|46|13|45|2014
107904101|CROSS ROADS EL|CROSS ROADS ISD|M|55|84|33|33|28|42|12|32|2014
107905001|EUSTACE H S|EUSTACE ISD|M|55|83|.|.|31|45|57|68|2014
107905101|EUSTACE PRI|EUSTACE ISD|M|.|.|33|.|.|.|.|.|2014
107905102|EUSTACE MIDDLE|EUSTACE ISD|M|55|77|28|30|27|37|13|30|2014
107905103|EUSTACE INT|EUSTACE ISD|M|55|91|33|43|28|54|12|43|2014
107906001|MALAKOFF H S|MALAKOFF ISD|M|55|79|.|.|31|44|57|71|2014
107906002|GATEWAY|MALAKOFF ISD|Z|30|.|.|.|11|.|45|100|2014
107906003|MALAKOFF ALTERNATIVE PROGRAM (MAP)|MALAKOFF ISD|X|55|.|.|.|31|.|.|.|2014
107906041|MALAKOFF MIDDLE|MALAKOFF ISD|M|55|81|28|36|27|42|13|27|2014
107906102|MALAKOFF EL|MALAKOFF ISD|M|55|94|33|44|28|56|12|55|2014
107906104|TOOL EL|MALAKOFF ISD|M|55|96|33|38|28|53|12|49|2014
107907001|TRINIDAD SCHOOL|TRINIDAD ISD|I|55|72|.|.|31|37|57|52|2014
107908101|MURCHISON EL|MURCHISON ISD|I|55|76|33|32|28|38|12|24|2014
107910001|LAPOYNOR H S|LAPOYNOR ISD|M|55|84|.|.|31|40|57|73|2014
107910041|LAPOYNOR J H|LAPOYNOR ISD|M|55|77|28|36|27|36|13|36|2014
107910101|LAPOYNOR EL|LAPOYNOR ISD|M|55|79|33|49|28|38|12|31|2014
108801001|IGNITE PUBLIC SCH AND COMM SERV CT|IGNITE PUBLIC SCHOOLS AND COMMUNIT|A|30|39|.|.|11|24|33|85|2014
108801002|IGNITE PUBLIC SCH AND COMM SERV CT|IGNITE PUBLIC SCHOOLS AND COMMUNIT|A|30|34|.|.|11|20|33|83|2014
